no,구분,전공,본문
595,pre,전공,"KC대학교 재학 중인 그 누구에게도 이득규 교수의 강의는 추천하지 않을 것이다. 회계, 재무, 마케팅 등 수많은 강의를 들었지만 가장 전문성이 떨어졌다. 경영학의 약점인 낮은 학문성을 증명이라도 하듯 빈약한 커리큘럼과 강의력을 선보였다. 그보다 심각한 문제는 강사로서 욕심, 비전은 보이지 않고 지방선거 출마용 이력을 만드는 데만 주목적이 있어 보였다. 교육자나 연구자의 소양이 느껴지지 않는다. 비싼 정장을 입고 교수 &apos;같은&apos; 스킨을 취한다고 가려지지 않는다."
596,pre,전공,SPSS와 전반적인 시장조사에 대한 수업이 너무 완벽했어요
597,pre,전공,개선 사항 원하는것 없습니다
598,pre,전공,"교수님과 수업한 횟수보다 특강이란답시고 초빙한 강사는... blog란 주제로 강의를 하는 사람이었으나, 웃긴껀 그 강사는 컴퓨터 조차 잘 다를줄 모르는 사람이었다는 사실..  교수님을 학교에서 보기 어려웠다. 배울게 없고 의미없는 수업이었다는 아쉬운 점이.. 에휴;;"
599,pre,전공,교수님너무좋으십니다.
600,pre,전공,기말에 너무 특강으로만 대신됨. 학생 요구의 요점을 모름.
601,pre,전공,난이도가 너무 어려워서 수업을 따라가는데 어려움이 있었다.
602,pre,전공,다른사람은 모르겠지만 저는 재미있게 들은 것 같습니다.
603,pre,전공,담당교수님이 담당과목 수업진행을 거의 안하셨다는 자체가 개선되었으면 좋겠습니다.  그리고 이득규 교수님 수업 정말 다신 듣고 싶지 않네요.
604,pre,전공,서비스마케팅에 관련된 중간고사 전까지 수업은 다빠지고 후에 블로그에 관련된 수업만 외부강사님을 통해서 제대로들을 수 있었다. 중간고사의 성적은 공지해주지도 않아서 어떠한 변경이나 이의제기도 할 수없었다. 기말고사 시험실시일을 시험전날에 알려주고 강의를 아직 듣지 않은 부분에서 시험을 출제하고 그 자료를 전날 저녁에 업로드해서 시험준비가 매우 어려웠다. 서비스마케팅에 관련된 수업인지 네이버 블로그에 관련된 수업인지 헷갈릴 만큼 수업 내용이 부실했다.
605,pre,전공,시의원 출마로 인해 기말고사를 특강으로  대체하는 거과  중간고사 이후 안나오다가 뜬금없이 학습권 지켜준다고 기말고사 얼마남지 않은점에서  보강선언하시는건 너무 하신거 같습니다.  시험내용이 특강내용으로 해야지 .    갑자기 보강내용도 시험범위로 들어간다하니 학생들은 혼란이 생겼습니다.  더구나 시험하루전날 가이드를 올려주는게 어딨습니까?
606,pre,전공,아무리 학생들의 성적 차이가 많이 난다고는 하지만 연습문제를 똑같이 출제한다면 잘하는 학생들의 공부수준조차도 높아질 수 없을 것이라 생각합니다
607,pre,전공,재무회계부터 들어왔던 학생입니다. 정부회계를 교수님께서 맡아주셔서 참 다행이었습니다. 다소 어려웠지만 최대한 쉽게 설명해주셔서 잘 따라갈 수 있었습니다. 앞으로도 세무회계학과 잘부탁드립니다.
608,pre,전공,재미있게 잘 들었던 수업입니다 잎으로도 최승은 교수님 수업 다음에 기회된다면 또 듣도록 하겠습니다
609,pre,전공,제가 더 열심히 하지 않은게 아쉽습니다
610,pre,전공,중간 강의 평가를 너무 안좋게 썼었나요...교수님의 수업이 마음에 안든게 아니고 이과목이 왜 필수로 들어야 하는지 모르겠다는 뜻이었습니다 .학생들하고 소통하는 모습 보기 좋았습니다. 수업에 대한 열정도 보기 좋았습니다
611,pre,전공,지루한 수업이 아닌 미래의 앞길을 볼 수 있는 수업이었습니다
612,pre,전공,학생들 수준에 맞춰서 진도에 구하지 않고 하나라도 알려주시려 고생하십니다.    한학기동안 감사히 잘들었습니다.
613,pre,전공,학생들과 호흡하는 듯한 수업 진행 좋았습니다. 여태까지 교수님의 수업중 제일 좋았던거 같습니다 앞으로도 잘부탁드립니다.
614,pre,전공,학생들과의 소통을 통해 학생들이 잘 배울수 있도록 잘 준비해주셨다.
615,pre,전공,학생들을 모두 이끌어 가시려고 최대한 노력하시고 수업을 학생의 눈높이에 맞추어 최대한 쉽게 설명해주시려고 노력을 많이 하십니다.
616,pre,전공,항상 열정적인 수업으로 더많은것을 가르쳐주려하십니다.
617,pre,전공,교수님 고생하셨습니다 사랑합니다 감사합니다
618,pre,전공,너무 유익한 레슨이였습니다~
619,pre,전공,너무 좋습니다 다
620,pre,전공,수업 시간 지켜주세요..
621,pre,전공,수업 시간을 지켜주세요..
622,pre,전공,시간 준수 부탁드립니다
623,pre,전공,정말 즐거운 수업이였습니당!
624,pre,전공,교수님이 수업을 너무 잘하셔서 클래스 수업도 개설됐으면 좋겠다
625,pre,전공,미디 공부에 정말 큰 배움이 되었습니다. 감사합니다.
626,pre,전공,아예 백지상태였던 미디의 A 부터 Z 까지 잘 알려주셔서 큰 배움이 되었습니다. 정말 감사합니다.
627,pre,전공,열정있게 가르쳐주시는 교수님에게 감동했습니다^0^ 너무 감사드려요!!!!
628,pre,전공,정말 감사합니다. 제가 많이 부족했는데 배우면서 저 스스로는 정말 많이 늘었다는걸 느꼈습니다. 감사합니다
629,pre,전공,정말 배울게 많은 유익한 시간이었다. 또 이 강의가 나와서 배우고 싶다.
630,pre,전공,제 작곡공부를 시작하며 정말 큰 길잡이가 되었고 앞날을 생각하게 하는 수업이었습니다. 정말 감사합니다.
631,pre,전공,처음 배워보는 과목이였는데 친절하게 자세하게 알려주셔서 감사했습니다 한학기동안 고생많으셨습니다! 그리고 좋은 강의 감사했습니다!!
632,pre,전공,가족치료 및 상담을 통하여 교수님께서 실전에서 경험한 스토리를 귀하게 들었다.   앞으로 어느기관에 졸사하더라도 상담은 자신있게 할 수 있다는 자신감을 얻는 좋은 시간이었다.
633,pre,전공,각박한 나의 삶속에서 예술의 세계를 일깨어주었다
634,pre,전공,나 자신보다 가족을 돌아보게 하는 수업이었고  많은 지식을 얻게 되어 가족의 삶에 많은 것을 반영하게 하는 공부였다
635,pre,전공,나름대로 재밌는 수업시간이였습니다  예를 들어서 설명하는 방식에 수업이 즐겁습니다.
636,pre,전공,"노인교육론을 통하여 노인의 삶과 건강 노후대책에 대해 다시한번 생각하게 되고, 고령 사회에 필요한 미래의 노인교육과 프로그램에 대해 관심을 갖게 되었다."
637,pre,전공,멋짐폭발교수님 ㅎㅎ  카리스마가 철철 넘치십니다
638,pre,전공,문화예술교육론을 통하여 문화와 예술의 차이점과 예술을 보는 관점이 성장하게 되어 매우 좋았다.  좋은점이 많아서 개선되어야 할 점은 없다고 생각한다.
639,pre,전공,생소한 용어들과 익숙하지 않은 이론이므로 조금더 쉬운 설명과 예가 많았으면 좋겠습니다.
640,pre,전공,성인학습자들의 고된 일과속에서 이루어진 학습이기 때문에 개념정리도 좋지만 교수님의 명확한 학습지도가 필요합니다.
641,pre,전공,수업은 정말 수준이 낮습니다  전달력도 수업 진행도 혼란스럽습니다  수업에 집중하기 힘듭니다
642,pre,전공,인간수명이 길어짐에 따라 노인의 삶이 심각한 상황에서  누구나 벗어날수 없는 노년에 대한 삶의 공부를   열정적으로 잘 가르쳐주셨다
643,pre,전공,학습자 중심으로 수업이 알차고 즐겁게 이루어져 감사합니다.
644,pre,전공,한 학기동안 지도편달에 감사드립니다.    항상 건강하시고 행복하십시오.
645,pre,전공,모르는 부분을 계속 설명해주셔서 이해가 더 쉬웠던것 같습니다!
646,pre,전공,온라인강의에서 글씨 적는게 보기 불편합니다. 차라리 수업시간에 수업을 하는것이 좋은것 같습니다.
647,pre,전공,교수님    오리엔테이션에 뵙고 참 좋았습니다.   많은 지도편달에 감사드립니다.   부족한 부분은 더 노력하겠습니다.      kc 대학에서 평생교육사와 사회복지사 자격증을 취득하는 목표를 꼭 달성하고 싶습니다.
648,pre,전공,너무 좋았습니다.^^
649,pre,전공,모든 학생이 다 발표에 참석하도록 수업을 진행여 발표에 부담을 느끼던 학생들이 자신감을 가질수 있도록 훈련 되어져서 좋았다. 발표 주제를 주고 팀이 선택해서 할 수 있도록 배려해 주신것도 좋았다.
650,pre,전공,사회복지법에 대하여 알게되어 일상생활 지식이 늘었다.
651,pre,전공,수업 내용이 이해도가 높고구성되었고 충실하게 커리가 짜여져서 전공을 이해 하는데 도움이 많이 되었습니다~
652,pre,전공,여러 종류의 직업을 가진 학생의 집단적 특성을 고려하지 않고 어린이집 원장이신 교수님의 입장에 맞는 어린이집 원장 및 개인적으로 친분이 있는 선생님과의 소통만을 위주로 수업 진행이 아쉬웠다. 저두 어린이집 원장이지만 모르는 사람은 무조건 하대하는 자세를 고쳐야할 것 같다.
653,pre,전공,전달력이 풍부하시고 역시 젊은 마인드시라 기다려지는 수업이였습니다  다만 과제가 힘들었습니다.  다음학기에도 또 강의신청 하고 싶은 교수님이십니다
654,pre,전공,평생교육원 수업인줄 착각할 정도의 준비성 없는 수업...수업에 관한 지식 전달이 부족합니다.
655,pre,전공,한 학기동안 너무 많은 것을 배웠습니다.  부족한 부분은 복습하여 자신의 것으로 만들도록 하겠습니다.  아울러 졸업할기까지 많은 지도편달 부탁의 말씀 올립니다.  감사드립니다.
656,pre,전공,한학기동안 종은 강의해 주셔서 감사합니다.^^
657,pre,전공,항상 학생들 입장을 고려해 주시는 교수님께 감사드립니다~
658,pre,전공,현장에서 일하는 보육교사님들의 고충을 알게되었고 보육에 대한 지식을 많이 얻게되는 알찬시간이었다
659,pre,전공,"- 토론식 수업은 처음 경험했는데, 처음 걱정했던 것과 다르게 정답이 정해진 토론이 아니라서 서로 자유롭게 의견을 나눌 수 있었고 부담 없이 즐거운 수업이었습니다 교수님 감사합니다!  - 기본 과제 외에 중간 수시과제가 조금 많은 것 같습니다"
660,pre,전공,"과제르 내주셨으면서 기억도 못하시고 올린 자료 본인편의를 이해 또 올리라고 하시고....수업에 열심이신 건 알겠는데 과제에 있어서 던져놓고 알아서 해라 식이라 매우 기분이 나빴습니다. 그리고 이 수업이 중요한 건 알겠지만 지나친 제재, 지나친 교육량은 부담이 됩니다. 중간지점을 잘 찾으시길 바랍니다. 할 말은 많지만 여기까지 작성하겠습니다."
661,pre,전공,교수님 피피티를 한 눈에 볼 수 있게 해주세요.
662,pre,전공,권영훈 학생입니다. 이번 2018년도 1학기 성실하게 최선을 다하지 못하여 죄송합니다. 교수님의 기대에 미치지 못한 점. 앞으로 고치겠습니다.
663,pre,전공,권영훈 학생입니다. 지금까지 교수님의 기대에 미치지 못한 점 정말로 진심어리게 사죄드립니다. 정말 어려운 환경에서 극복하고자 노력하였으나 최선을 다하지 못하여 실망시켜서 죄송합니다.
664,pre,전공,너무 늦게 끝내주셔서 다음강의시간에 차질이 많았다
665,pre,전공,늘 학생의 입장에 맞게 수업을 진행해 주시고 학생이 학업 향상이 될 수 있도록 늘 같이 고민해주시고 참여적인 수업 방식과 피드백이 있는 좋은 수업을 듣게 해주셔서 감사합니다.
666,pre,전공,많은 참고자료를 사용해주셔서 더 이해하기 쉬웠고 오랫동안 기억할 수 있을 것 같습니다. 감사합니다.
667,pre,전공,매 시간마다의 범위의 분배가 너무 좋았고 교수님의 나긋나긋하신 말씀이 졸릴 수도 있지만 이해를 빨리 하게 만드는 것 같다는 생각이 들었습니다. 학생들에게 하나라도 더 가르쳐서 졸업시켜야겠다는 생각을 느낄 수 있었고 열정적이셨습니다.
668,pre,전공,사랑합니다
669,pre,전공,수업시간이 늘10분씩 늦게 끝나서 부담이 되었습니다.
670,pre,전공,"수업의 좋은 점은 수업 내용에 관해서 심층적으로 강의해주신 점입니다.   개선되었으면 하는 점은 수업자료에 대한 보충입니다. 제가 알기론 다른 학생들이 만든 ppt를 가지고 수업을 하신 걸로 알고 있는데, 이 점은 꼭 개선되었으면 좋겠습니다."
